x_mm,y_mm,r_mm,ekin_MeV
4.89225,0.773746,6.56818,5.49515
9.07994,-6.38428,6.56824,5.42175
-6.5009,3.55311,6.56827,5.4344
-4.21868,-8.86587,6.56897,5.40659
5.11627,7.51894,6.56902,5.45413
7.82837,3.66034,6.56905,5.45178
-8.83517,-6.89489,6.56919,5.43642
1.26961,6.12406,6.5692,5.43135
1.324,8.22312,6.56932,5.44425
7.16484,7.98634,6.56935,5.46215
-4.75643,-1.38069,6.56951,5.4171
-2.13146,4.90294,6.56952,5.43842
-5.26635,9.2292,6.56952,5.44569
-0.74171,-10.9569,6.56953,5.43393
-0.0565964,-9.32792,6.56988,5.46986
-3.18984,1.44083,6.57025,5.42826
-3.5989,5.37268,6.57029,5.38813
0.152575,-1.05372,6.57031,5.4399
-5.20423,0.0674293,6.57036,5.4281
-0.159873,-7.09606,6.57039,5.4526
10.8394,-2.35406,6.57041,5.47565
-5.65092,-1.13814,6.57057,5.4191
-3.13599,-1.8767,6.57068,5.46846
5.82216,-7.83484,6.57074,5.45198
2.90196,-3.78725,6.57079,5.44115
1.31106,2.5911,6.57085,5.44295
-5.54373,2.02671,6.57103,5.45532
-2.22403,-7.88236,6.57113,5.43743
2.7825,-9.03871,6.57119,5.44638
-10.2771,1.47186,6.57124,5.43977
1.30015,-0.772689,6.57129,5.4564
-4.85072,-2.69109,6.57148,5.43656
-4.50854,-9.71974,6.57158,5.43859
2.85635,-7.32875,6.57171,5.44802
2.9032,-2.80036,6.57172,5.44807
7.87422,7.20047,6.57178,5.42699
-7.96846,-2.88575,6.57193,5.48271
-8.81691,-1.82141,6.5722,5.47646
1.22608,-1.20668,6.5723,5.48417
0.534594,-6.75236,6.57248,5.47275
1.43208,-3.63662,6.57254,5.41892
-4.17695,0.0187832,6.57274,5.42961
0.758577,-7.95741,6.573,5.4547
4.42271,7.36874,6.57302,5.47873
10.0508,0.3789,6.57338,5.48488
10.2316,-1.71717,6.57345,5.46448
10.0445,4.89701,6.57345,5.42959
-5.42179,-5.81246,6.57345,5.4496
-4.1066,6.76767,6.57351,5.48218
8.38771,-3.60701,6.57352,5.40734
1.98734,-4.24517,6.57356,5.44981
-9.0901,4.56196,6.57366,5.43069
-3.14667,7.40994,6.57372,5.44189
0.414073,5.09293,6.57391,5.44769
2.87585,7.49554,6.574,5.46762
14.2611,-2.67917,6.57418,5.47864
-7.58397,3.97417,6.57418,5.40801
2.23261,2.38041,6.57431,5.45397
-8.94243,-1.67195,6.57435,5.4097
0.991324,-7.4368,6.57451,5.44386
9.19321,3.65036,6.57465,5.39893
-4.79016,-3.75024,6.57468,5.42462
-7.36574,-1.33866,6.57479,5.45767
4.71646,3.07649,6.57483,5.45097
-4.98108,-3.8956,6.57501,5.46769
1.0915,8.15489,6.57509,5.49183
1.52926,7.17787,6.57517,5.44083
-2.94621,7.25369,6.57533,5.45976
-0.513908,-3.02405,6.57535,5.45964
-6.54557,-3.68239,6.57544,5.44832
-1.74823,-3.30582,6.57554,5.42882
0.454339,2.42046,6.57554,5.43896
-3.52652,-4.07386,6.57564,5.42592
5.55227,-2.8635,6.57575,5.4763
5.30261,-1.37549,6.57575,5.46639
1.38773,0.453494,6.57594,5.44677
5.61082,4.62706,6.57595,5.44925
-3.89222,2.70649,6.57599,5.46712
10.4399,2.55801,6.57608,5.46151
-5.32866,4.22865,6.5763,5.4478
-0.298573,21.7683,6.5764,5.47865
-4.94632,-4.24695,6.57645,5.4642
-3.37164,-11.9574,6.57645,5.4561
0.177394,-3.06765,6.57658,5.41645
5.49181,-3.98966,6.57662,5.40577
11.1982,-2.75381,6.57682,5.44945
10.398,1.39357,6.57704,5.51559
-1.87375,-9.03935,6.57707,5.45475
-1.32431,6.53952,6.57738,5.43368
-3.41578,-1.90093,6.57738,5.4519
1.91499,-8.80676,6.5775,5.44338
-6.75221,2.44743,6.57751,5.46818
3.9376,11.1523,6.57808,5.44752
4.14526,1.17518,6.57825,5.42152
-2.94671,3.95371,6.57851,5.47453
-1.89385,-3.88289,6.57883,5.43004
4.70982,3.46876,6.57888,5.44978
-4.03785,-0.0717939,6.57891,5.45156
3.04139,2.82862,6.579,5.47483
-3.92061,-1.50068,6.57903,5.4747
-7.02932,4.67147,6.57942,5.46514
2.39912,4.43852,6.57945,5.44237
7.31039,8.05757,6.5795,5.44927
-4.54461,3.83579,6.57973,5.44972
-9.2517,-6.88755,6.57979,5.50469
-3.37875,-0.0229544,6.5798,5.43337
4.22864,1.41707,6.57985,5.42296
6.72965,4.18027,6.57987,5.45833
2.17079,-4.05676,6.57997,5.45323
3.27973,-3.09301,6.58004,5.41204
5.45886,1.68914,6.58024,5.4532
4.22558,2.31963,6.58029,5.45154
4.11438,3.20339,6.58033,5.47796
4.82404,-15.5909,6.58047,5.4443
-0.785969,8.23085,6.58049,5.42847
-8.37324,-2.02034,6.58052,5.44193
8.9349,-2.1645,6.58061,5.44783
-3.27651,2.18259,6.58085,5.46394
-2.39531,6.90868,6.5809,5.39168
5.91579,-3.92044,6.58096,5.43905
5.73056,-1.92831,6.581,5.44755
8.35343,4.14417,6.58118,5.49134
-1.27175,5.01105,6.5813,5.44571
6.00545,-6.41267,6.58144,5.45263
5.25947,-9.24216,6.58152,5.49245
-1.99265,8.13743,6.58162,5.43753
6.40174,-0.896901,6.58166,5.44199
7.06234,-3.24818,6.58178,5.44973
5.03688,-4.04162,6.58193,5.42754
1.32471,7.21006,6.58206,5.39155
-7.6036,0.0594519,6.58212,5.48823
4.41777,-2.58267,6.58216,5.4518
8.78183,1.09628,6.58218,5.43762
2.86495,1.02424,6.58223,5.45667
-1.78375,-7.70963,6.58228,5.46353
0.160592,-4.72942,6.58235,5.43604
-2.67022,-9.39365,6.58247,5.43549
0.265648,-8.50256,6.5825,5.43055
-2.05183,7.25185,6.58261,5.48643
-3.44575,8.13155,6.58273,5.43496
-5.41749,-4.86049,6.58274,5.45602
5.34736,0.188995,6.5828,5.47084
3.55931,5.49993,6.58283,5.47321
-9.79762,-9.31953,6.58293,5.4491
-0.274059,2.63087,6.58294,5.47372
-5.71705,-1.54932,6.58318,5.4707
5.33809,2.88282,6.58319,5.45761
7.5784,3.35507,6.58323,5.48393
-2.98321,5.48091,6.58323,5.45146
-2.95031,-4.79421,6.58332,5.4915
-8.16384,-3.08558,6.58334,5.41975
1.3144,0.222629,6.58342,5.464
1.38708,-5.0845,6.58343,5.44946
6.19667,6.75614,6.5835,5.46846
3.00306,-3.94174,6.58355,5.45617
0.790676,1.85424,6.58359,5.48567
3.52286,6.2569,6.58365,5.46457
-1.41411,4.14267,6.58373,5.46827
1.6805,2.10218,6.58408,5.45567
-6.16774,-8.96656,6.58411,5.42925
4.42778,-6.82183,6.58417,5.46745
-1.06145,4.96296,6.58428,5.44366
-4.5007,-6.43192,6.5843,5.42631
-6.3198,-2.35374,6.58439,5.48252
-8.44021,5.00991,6.5846,5.43561
1.76458,1.56843,6.58476,5.45826
-2.34953,-3.44693,6.58488,5.43901
5.4492,1.00597,6.58497,5.47201
5.56932,-4.78882,6.58516,5.47431
3.39398,6.97829,6.58522,5.4597
-3.33439,-1.84845,6.58527,5.44553
-0.217788,-4.75706,6.58531,5.45404
1.03733,11.0934,6.58536,5.46294
8.19874,-3.54407,6.58563,5.45925
3.63787,2.10777,6.58565,5.44394
-9.95712,4.07146,6.58588,5.4672
-6.43582,-7.49952,6.58594,5.40039
2.30626,-5.62963,6.586,5.46652
-4.26922,-6.52429,6.58616,5.43382
-10.1079,-0.00517526,6.58633,5.45722
2.75152,2.02163,6.58647,5.43662
-9.71878,-1.16511,6.58647,5.44768
3.31872,10.9264,6.58648,5.45274
5.01191,-0.366929,6.58655,5.44315
6.82243,-0.63528,6.58655,5.42132
6.86801,-0.821652,6.58663,5.46176
7.59606,-2.91185,6.58666,5.45183
-5.53423,3.58162,6.5867,5.50902
7.55179,2.30712,6.5867,5.44032
-0.656021,1.58858,6.58671,5.43402
-8.73064,5.63815,6.58674,5.44548
-0.203141,9.95672,6.58675,5.45938
12.3973,-5.13953,6.58676,5.44387
-7.30272,-3.62612,6.58679,5.39906
2.82535,4.2575,6.58695,5.45678
-3.92018,9.8303,6.58707,5.44653
-6.16523,-5.57545,6.58723,5.45769
-0.123226,-3.59532,6.58729,5.50169
-3.90604,-0.875569,6.58756,5.45032
-9.95581,3.46332,6.58758,5.42293
0.639235,-3.61145,6.58766,5.48381
2.48269,-1.5623,6.58783,5.43536
9.6714,-3.10844,6.58783,5.47883
3.87661,-6.44246,6.58785,5.47038
-2.77226,-0.162523,6.58813,5.4441
-1.91597,-2.01567,6.5884,5.42738
-4.98778,4.50862,6.58845,5.42973
1.9961,5.98504,6.58846,5.44064
-11.9246,-2.61974,6.58863,5.39336
-10.7651,-0.363372,6.58877,5.47958
-7.95241,-3.33173,6.58896,5.49082
0.354478,3.13036,6.58896,5.45333
5.67616,-6.97451,6.58898,5.44141
5.45573,-5.36199,6.589,5.45577
6.92229,8.7563,6.58905,5.47895
0.808122,0.177962,6.5891,5.44242
3.42363,-7.92471,6.58919,5.42986
0.62238,-2.93407,6.58926,5.45667
5.96591,2.32881,6.58929,5.45635
-5.31843,-7.92296,6.58963,5.43371
-6.91916,-0.0479699,6.58966,5.39917
-3.12992,-6.10272,6.5897,5.45423
-3.46702,0.30712,6.58986,5.47668
-1.9429,-0.809805,6.59007,5.44972
0.689931,1.96705,6.59007,5.41377
4.53921,-3.6612,6.5901,5.47537
7.93555,4.84726,6.59019,5.44841
10.9956,-4.32384,6.59027,5.45027
12.533,-0.664774,6.59029,5.4791
7.48969,-5.13329,6.59038,5.45401
1.45443,-5.40953,6.59043,5.47708
-4.26179,-4.11254,6.59047,5.45583
0.314127,7.17891,6.59074,5.43319
-11.3043,-13.5905,6.59074,5.44546
2.72502,-8.03044,6.59081,5.44966
9.6756,2.02538,6.59086,5.43865
-0.337418,1.48671,6.59097,5.40285
-0.516233,8.21676,6.59116,5.48417
4.13442,4.61422,6.59119,5.45149
4.08917,-6.89535,6.59123,5.45819
-2.9398,0.0393515,6.59145,5.44717
6.53027,-4.03324,6.59149,5.48271
10.1709,-0.225685,6.59151,5.44007
6.77382,-2.31134,6.59156,5.42878
3.93096,2.80737,6.59163,5.43715
0.636204,4.81386,6.59164,5.47199
-7.53094,18.3688,6.59167,5.45544
-0.473337,9.67807,6.59186,5.45013
-3.33462,-0.31934,6.59193,5.5065
-4.49577,-6.539,6.59193,5.45642
-4.5733,5.68468,6.59209,5.42699
-6.52087,4.26477,6.5921,5.44154
-3.01859,3.99429,6.59216,5.43614
-5.41808,-3.28554,6.59216,5.44856
-0.123547,3.26389,6.5922,5.44498
-4.25178,3.74305,6.59225,5.45403
-5.16837,5.10455,6.59229,5.46216
2.65993,-5.02301,6.59254,5.44061
-0.940281,-0.235176,6.59273,5.44307
-1.3993,-0.8605,6.59275,5.46558
-2.33518,-1.95943,6.59283,5.47374
4.9197,4.13371,6.59286,5.43049
-7.14285,-6.09324,6.59287,5.45148
9.95985,-2.04084,6.593,5.42602
-2.34015,6.50781,6.59306,5.4537
-6.96472,0.512256,6.59316,5.48752
5.89527,-5.12198,6.59321,5.45898
0.979521,3.58129,6.59324,5.4245
-12.3719,4.33152,6.59346,5.47073
-7.36942,0.965654,6.59349,5.45214
3.84861,-1.95031,6.59349,5.44443
-10.3663,-1.64919,6.59353,5.47588
-2.47771,-6.51468,6.59359,5.40934
-5.71781,1.42715,6.59365,5.42923
-7.09873,2.0905,6.59366,5.44149
-7.36104,4.63446,6.59366,5.46965
-3.05792,6.51919,6.59391,5.44773
3.71186,4.87241,6.59399,5.45195
-0.948219,-5.52477,6.59408,5.4831
-11.2243,12.3107,6.59427,5.4671
-0.251191,7.54154,6.59444,5.48522
-6.51371,7.18937,6.59451,5.44921
6.17995,5.95217,6.59451,5.43542
5.77743,1.98913,6.59455,5.42531
-8.49383,5.09662,6.59477,5.4256
-7.44006,10.2917,6.59497,5.43851
-4.3432,-3.21357,6.59519,5.44384
-0.447348,11.2595,6.59527,5.43641
-2.03911,7.80773,6.59531,5.44102
-0.952987,4.77548,6.59535,5.46877
-9.64368,0.591041,6.59545,5.45196
-1.78735,-0.105729,6.59573,5.42669
-1.02962,-8.11528,6.59585,5.45563
3.75382,-10.8087,6.59595,5.47578
4.64379,-7.77759,6.59597,5.46313
-6.1023,-1.44183,6.59608,5.45785
10.6854,-5.17288,6.59609,5.42493
2.10407,-7.00524,6.59612,5.4465
6.7225,4.97023,6.59622,5.44103
-10.0781,-1.90779,6.59624,5.47066
0.804192,3.20604,6.59636,5.43077
-6.60134,0.609794,6.59639,5.4278
-9.78441,-2.31205,6.59639,5.47346
-0.124909,4.98635,6.59659,5.44931
-1.69572,2.53922,6.59673,5.43219
-4.54147,-6.00808,6.59686,5.48859
-3.16922,7.48054,6.5969,5.48396
0.64854,-1.57913,6.59702,5.44679
-0.365102,8.89753,6.59703,5.45979
-1.7989,-8.62491,6.59707,5.44735
1.86952,5.73636,6.59708,5.43323
-8.22423,-3.9216,6.59716,5.47477
-4.8646,-12.8333,6.59725,5.46555
-0.678515,-4.25277,6.59757,5.3966
-6.79474,5.69387,6.5978,5.42126
10.3048,3.70821,6.59782,5.47848
1.17068,2.00438,6.59784,5.48057
5.68493,-6.82561,6.59789,5.45128
-6.34099,3.01241,6.59799,5.42935
-6.39738,5.51195,6.59817,5.45038
-0.809858,-10.2385,6.5982,5.48224
2.05259,-3.14033,6.59822,5.46081
0.480163,7.17886,6.59826,5.41267
4.11877,-6.66634,6.59826,5.46465
1.51284,4.9994,6.59834,5.45278
7.52303,-4.19387,6.59844,5.4715
0.615025,-5.13468,6.59871,5.45043
0.0757095,2.65622,6.59882,5.44804
-8.18157,-6.59045,6.59884,5.43747
6.50764,-0.288896,6.59895,5.42362
-5.67696,-6.04327,6.59897,5.40987
-7.89215,-3.10673,6.59903,5.48502
-7.04992,-1.65898,6.59904,5.44291
4.55005,10.9883,6.59915,5.42229
1.97085,-8.05534,6.59925,5.44547
8.34587,-1.58872,6.59926,5.42383
4.2716,-4.27851,6.59928,5.50045
-1.4413,11.5481,6.59932,5.44157
1.54194,4.82401,6.59935,5.49487
-6.52883,-4.32814,6.59948,5.44227
-1.00068,-4.02963,6.59948,5.47338
7.49751,-0.108189,6.59951,5.41777
8.40419,0.678947,6.59962,5.44303
-5.57707,-0.196938,6.59985,5.4245
11.0964,-1.91902,6.59986,5.47268
2.20435,9.49564,6.59992,5.41672
-2.457,3.63052,6.59994,5.47803
-2.76926,5.11947,6.59994,5.46672
-4.02547,-0.65593,6.59995,5.43987
-3.36971,11.9183,6.59996,5.44652
5.70268,-5.37273,6.60001,5.45701
19.934,-1.94721,6.60003,5.46938
-13.3004,0.888561,6.60008,5.46997
8.83739,4.72278,6.6002,5.45676
-1.47903,-9.12439,6.60031,5.47165
3.30364,6.3095,6.60032,5.46305
2.52706,6.61643,6.6004,5.49256
-3.4962,5.1388,6.60054,5.43271
4.01097,10.4347,6.60063,5.4382
0.647381,4.36424,6.60077,5.44116
2.35923,8.10717,6.6008,5.51329
1.29982,0.813111,6.60103,5.43956
1.27845,-6.93898,6.60129,5.44415
4.97525,0.293379,6.60134,5.4172
0.362572,-0.534248,6.60155,5.49316
-3.39826,10.624,6.60169,5.44839
7.32492,3.16747,6.60176,5.48735
6.20781,-5.2112,6.60189,5.46842
-10.2311,-1.09578,6.60195,5.4689
-0.663063,8.66656,6.60202,5.47463
1.63174,5.8207,6.60209,5.51462
-0.727338,4.55663,6.60219,5.42052
-4.06474,7.55759,6.60247,5.4636
10.1723,-5.24836,6.60249,5.47736
-2.17064,-4.63182,6.60272,5.45633
7.97144,4.96608,6.60284,5.45251
-1.65963,1.21467,6.60287,5.4202
-9.61346,-5.44204,6.60287,5.43341
8.55022,-4.63887,6.60289,5.47793
8.89213,-3.58912,6.60314,5.47515
7.21759,-2.67751,6.60315,5.43101
11.4953,-4.33086,6.60316,5.4741
0.13692,5.15403,6.60326,5.45142
0.611377,-1.99465,6.60334,5.48142
0.53649,-3.34061,6.60338,5.47201
5.99115,-3.41092,6.60351,5.43437
-6.97256,4.17026,6.60366,5.42717
-4.88646,-3.34313,6.60378,5.44308
-1.52712,-3.1537,6.6039,5.4235
5.82512,-3.6835,6.60403,5.38621
4.60329,-2.29205,6.60409,5.47976
2.3087,2.3396,6.6042,5.47527
1.06694,-1.0341,6.60428,5.43092
4.23572,3.897,6.60436,5.44359
2.54029,7.83116,6.60442,5.43871
-5.79782,12.8134,6.60442,5.41711
-9.34584,6.5076,6.60443,5.4668
0.434042,7.24522,6.60483,5.46595
-6.97592,-9.58657,6.60504,5.48534
-9.07154,-0.860394,6.60505,5.45609
5.98526,11.1942,6.60518,5.43016
-0.0565672,2.50114,6.60526,5.45792
2.43218,-0.188694,6.60531,5.43417
-8.7252,1.28357,6.60533,5.47094
3.91668,9.1347,6.60545,5.44137
-10.0081,1.56998,6.60558,5.4531
-4.29168,8.66658,6.6056,5.41787
-7.22246,5.01154,6.60593,5.44062
2.01677,-6.36467,6.60607,5.48447
-3.99744,-3.31482,6.60625,5.46343
1.71571,2.00888,6.60639,5.45742
0.779311,11.4045,6.60642,5.43325
0.433905,4.66476,6.60644,5.49443
8.03631,-0.94376,6.60662,5.50138
4.63955,3.97118,6.6069,5.45307
5.98476,7.37485,6.60694,5.42871
-2.90664,0.876498,6.60699,5.4375
0.727775,-3.1037,6.60707,5.37896
0.828955,9.3861,6.6071,5.44383
0.335454,0.390013,6.6072,5.47596
1.93811,2.70849,6.60732,5.44395
7.60332,3.54558,6.60734,5.49599
-0.552428,-6.00757,6.60744,5.48553
-9.97011,-6.07028,6.60749,5.42564
5.941,-1.1343,6.60761,5.47131
-2.78811,6.6653,6.60771,5.45769
3.79793,4.56926,6.60773,5.43377
6.00999,-5.82119,6.60774,5.4457
-2.09186,-0.164128,6.60782,5.44305
-4.35029,-4.30816,6.60791,5.44844
7.33713,-10.103,6.60795,5.47768
2.6567,4.57017,6.60804,5.4466
8.03991,6.51285,6.60806,5.42593
7.47193,-0.102005,6.60823,5.40322
2.32247,3.46335,6.60851,5.43626
-7.63408,-4.03197,6.60857,5.48643
-4.51445,-3.19817,6.60858,5.44263
3.84502,2.55864,6.6089,5.47289
-6.55011,-4.56325,6.60902,5.42765
-7.13279,-4.95671,6.60907,5.41111
-7.25596,-3.83651,6.60941,5.44513
-2.30448,-2.37087,6.60953,5.45509
3.10358,-7.17648,6.60983,5.47964
-11.7775,-7.9824,6.60984,5.48
-9.54727,-4.963,6.60992,5.45608
-6.56838,-3.60776,6.61003,5.45595
-8.1722,-6.10809,6.61023,5.43413
-9.19866,-4.20331,6.61024,5.50363
-4.13907,-2.75874,6.61024,5.46117
1.73948,0.569077,6.61031,5.43969
6.82859,8.28689,6.6106,5.43565
-5.83374,-9.99858,6.61064,5.46531
6.53909,5.79903,6.61067,5.45938
0.469301,7.04773,6.61083,5.45781
-2.4927,1.21932,6.61096,5.46825
-1.34551,1.43968,6.61111,5.46149
2.00828,2.82305,6.61127,5.40691
9.8544,7.1473,6.61144,5.43626
7.28265,4.54642,6.61167,5.46169
-4.75557,-8.66196,6.61174,5.44669
15.0688,5.63269,6.61186,5.46078
-1.26484,12.0677,6.61194,5.47567
0.330903,-6.65537,6.61194,5.41299
5.00111,0.589213,6.61198,5.46866
0.491831,12.3458,6.612,5.45384
4.84144,-3.79876,6.61209,5.45848
-2.24893,-9.99274,6.6121,5.47874
4.45986,10.5785,6.61224,5.42553
8.02145,1.61251,6.61246,5.441
9.48727,1.9201,6.61256,5.44097
-1.45424,6.65529,6.61256,5.43722
-6.96332,-1.52565,6.61263,5.44584
3.27572,0.253637,6.6127,5.42273
4.21693,-8.4084,6.61287,5.50047
7.90153,-5.82379,6.61293,5.45316
-5.80863,-5.61211,6.61304,5.46485
-2.43499,0.487768,6.61317,5.48701
2.09599,2.79946,6.61347,5.45431
-0.500908,8.93015,6.61351,5.48209
-5.5659,0.896982,6.61355,5.45758
-6.67838,-1.68454,6.61359,5.4288
-3.0507,-9.43223,6.61368,5.49084
1.62862,10.2059,6.61374,5.42126
-6.01452,6.90002,6.61376,5.4202
1.27682,0.815052,6.61386,5.45769
-11.3272,-8.01129,6.61404,5.4978
3.55293,0.31167,6.6141,5.43175
-2.50114,3.43234,6.61416,5.43724
9.43457,-1.14066,6.6142,5.47139
-11.6945,-0.230422,6.61425,5.46752
-0.806801,-4.75217,6.61428,5.42993
4.57746,9.19793,6.61431,5.4674
-5.02874,9.50434,6.6144,5.48163
-6.19738,-0.493508,6.61442,5.4865
-0.355747,-3.84818,6.61447,5.4614
1.73661,1.17663,6.61456,5.41003
5.20276,2.28355,6.61456,5.45964
-0.233485,-4.50509,6.61463,5.44344
4.45298,-2.32431,6.61466,5.46181
-7.00247,4.42309,6.61477,5.44737
10.1358,-0.0846655,6.61488,5.43429
4.65155,0.663959,6.61489,5.48258
-1.02913,-3.56976,6.61492,5.4396
-4.14217,-6.32931,6.61493,5.41436
5.48128,4.82006,6.61497,5.4704
3.27623,9.07011,6.61499,5.43557
-3.73458,-5.3471,6.61503,5.41782
-5.97135,2.20562,6.61514,5.46176
-0.986961,6.34929,6.61522,5.45522
1.4101,3.29202,6.61526,5.42899
4.94114,1.54757,6.61528,5.44054
-3.19402,-2.00027,6.61531,5.50382
2.3766,-0.758436,6.61534,5.42665
13.6621,8.5278,6.61549,5.46972
-4.76667,5.67643,6.61558,5.46327
-5.44807,2.25176,6.61571,5.44586
-3.13745,-10.1389,6.61579,5.4617
-6.79854,1.23338,6.61582,5.4618
-7.533,-2.88238,6.61584,5.47439
-5.29883,2.95591,6.6159,5.43209
2.3915,-11.2555,6.61614,5.46909
0.0215654,8.33861,6.6162,5.47437
-6.9827,6.84145,6.61622,5.45996
8.03069,-11.0532,6.61627,5.42094
-5.81345,-6.60197,6.61659,5.45459
-0.210278,5.61346,6.61659,5.47717
-0.0508556,-3.26054,6.61689,5.48298
10.835,3.70881,6.6171,5.41616
0.154693,1.33266,6.6171,5.49124
3.05408,-8.04846,6.61719,5.42138
-6.86886,-9.12515,6.61721,5.45394
7.52779,0.632427,6.61729,5.459
-6.28959,-6.67811,6.61742,5.4661
9.83812,6.04316,6.61743,5.41873
7.77188,2.33788,6.61748,5.45738
1.63953,9.424,6.61754,5.45848
9.66045,0.369072,6.6177,5.42884
5.15343,-1.41537,6.61775,5.44404
7.99554,-2.89454,6.61775,5.44176
0.171656,7.3593,6.61776,5.4011
-1.73334,6.36209,6.61779,5.4221
-3.50315,-4.83421,6.6178,5.47811
-4.36034,-3.71141,6.61787,5.4396
-8.21388,6.71934,6.6179,5.45553
2.49958,5.39728,6.61798,5.46655
8.52757,-6.42504,6.61799,5.40798
5.3552,1.01127,6.61801,5.44132
-1.25951,-10.2482,6.61804,5.4337
-7.57166,5.16585,6.61811,5.44194
5.10866,-7.85813,6.61813,5.47939
-8.85242,2.52226,6.61816,5.42126
-5.08181,4.92686,6.61835,5.4452
7.24314,-6.18286,6.6184,5.46172
-11.617,-1.87561,6.61842,5.43781
1.192,1.05739,6.61847,5.44927
8.20694,4.06053,6.61861,5.45109
1.29954,-6.94432,6.61872,5.45544
3.41046,-0.595774,6.61877,5.43084
-3.19632,-1.23378,6.61879,5.48028
4.11209,4.79527,6.61883,5.45636
6.35957,-6.3054,6.61884,5.49603
-3.04467,6.07422,6.61891,5.44259
-5.2519,7.89421,6.61895,5.46326
-2.56059,-3.70032,6.61906,5.38751
9.48058,-2.78199,6.61912,5.45106
7.17963,6.3436,6.61939,5.4215
-1.37194,1.03971,6.61956,5.39991
-2.93798,-11.2316,6.61961,5.44948
1.32077,-5.0207,6.61964,5.48703
-5.42242,-3.71507,6.61978,5.47752
6.30337,3.07289,6.61992,5.47885
-0.604939,3.12595,6.62015,5.43872
10.8632,-4.35277,6.6203,5.43388
9.88004,-6.86549,6.6204,5.43181
4.74907,6.32395,6.62041,5.48388
-7.61134,0.263546,6.62062,5.47452
2.42447,-0.32626,6.62065,5.45953
15.5232,-67.3337,6.6208,5.70457
-7.01453,0.849611,6.6208,5.46584
-6.19107,6.57989,6.621,5.47257
1.42441,0.805058,6.62101,5.46601
5.44705,7.50945,6.62104,5.42349
1.68882,-6.24552,6.62111,5.46027
-6.15448,5.39137,6.62126,5.48416
-4.07081,-3.27194,6.62132,5.46912
-5.21698,1.52123,6.62136,5.45414
10.5253,-1.13353,6.62139,5.4047
-2.1741,4.89177,6.6215,5.47451
1.71918,-3.1398,6.62152,5.42167
5.66624,-10.8779,6.62152,5.45221
-4.26974,9.41878,6.6219,5.45532
8.18547,2.27808,6.62226,5.44116
5.18601,1.16991,6.62232,5.46005
3.30039,1.75623,6.62234,5.42388
-2.56154,-5.71523,6.6224,5.45152
3.80685,5.58343,6.62241,5.46913
-6.53734,-12.3421,6.62271,5.42913
8.72745,5.62121,6.62279,5.45787
8.29044,-9.7142,6.62288,5.43287
4.94652,17.5221,6.62292,5.43572
8.33374,16.9554,6.62297,5.42736
-13.8464,-0.569251,6.62298,5.4861
5.69299,-1.53301,6.62303,5.44499
2.04744,-2.5414,6.62304,5.4691
7.40142,3.13518,6.62305,5.44875
2.52527,8.64699,6.62311,5.46762
-3.03889,-4.88171,6.62326,5.41228
-4.73263,-8.69137,6.62329,5.49579
2.12487,12.4041,6.62332,5.42102
1.11359,-6.10654,6.62336,5.4209
-0.353549,-4.97606,6.62352,5.43451
0.181977,0.0186114,6.62356,5.47544
-7.68423,6.34987,6.62377,5.48035
-6.50904,-1.39726,6.62396,5.43516
7.90483,-3.30239,6.62404,5.44807
-2.56548,1.69714,6.62426,5.43784
-3.64161,0.028318,6.62438,5.46606
0.229575,8.78542,6.62446,5.4723
-1.66637,2.99125,6.62446,5.44439
2.66133,-0.0467241,6.62448,5.42987
-5.30107,-6.1251,6.62449,5.44619
3.59339,-2.66674,6.62482,5.405
5.0443,7.24904,6.62486,5.453
3.91376,-10.8544,6.62511,5.46889
-5.42627,9.51573,6.62516,5.45472
7.15011,-5.6177,6.62516,5.42599
-6.12792,4.74414,6.62519,5.4617
11.4337,0.941629,6.6253,5.41204
3.67503,-2.40495,6.62531,5.44479
-2.26009,-7.0446,6.62533,5.4528
12.0795,1.49123,6.62535,5.42933
2.63926,-5.50736,6.62545,5.43093
-3.57715,4.88703,6.62546,5.43735
1.30018,0.84194,6.62565,5.4369
-3.41768,5.49501,6.6258,5.50044
9.44216,6.30046,6.62583,5.43547
-3.81277,-4.57765,6.62584,5.45875
0.605394,-6.22995,6.626,5.45216
3.16044,4.34776,6.62607,5.45141
-8.25851,-4.07132,6.62611,5.47341
4.45912,5.30943,6.62624,5.4116
-0.477987,-3.43151,6.62627,5.43126
7.67996,2.26103,6.62634,5.46073
-3.21335,-8.4453,6.62635,5.44985
4.16525,-3.50977,6.6264,5.43913
-3.09858,-0.874763,6.62647,5.47975
-4.51163,0.469981,6.62652,5.44535
7.79176,4.4612,6.62665,5.44129
-8.07016,-4.61679,6.62696,5.44769
-1.34765,-7.39587,6.62703,5.46079
-2.41119,-9.67345,6.62719,5.46037
3.91782,2.65388,6.62721,5.41163
1.99425,7.73408,6.62734,5.42984
-2.77589,-10.2264,6.62735,5.44374
8.20083,0.638224,6.62737,5.46365
4.6339,3.26654,6.62737,5.45776
-6.39961,-1.6209,6.62738,5.42955
5.8189,0.499877,6.62748,5.43385
4.1393,-1.84983,6.62757,5.44713
6.94615,-5.22387,6.6278,5.46268
0.101766,-6.63899,6.6279,5.44965
7.54977,6.6176,6.62791,5.46819
-3.12295,1.77457,6.62795,5.49113
-8.6158,-0.0818473,6.62826,5.43458
-9.11889,2.0071,6.62829,5.43164
2.36086,6.99213,6.62836,5.46953
3.94262,11.6268,6.62839,5.4349
