x_mm,y_mm,r_mm,ekin_MeV
1.89514,6.45993,3.8032,5.46365
4.64613,3.53961,3.80323,5.44435
-0.88433,-4.35291,3.80325,5.45761
-4.14682,1.47258,3.80339,5.44663
-4.57473,-0.54351,3.80345,5.48009
5.78658,2.02479,3.80346,5.4412
0.555042,8.25116,3.80441,5.42667
1.05663,-12.3228,3.80443,5.46981
-10.2308,-3.92516,3.80446,5.4352
-5.03566,-1.26251,3.80471,5.45354
-3.04404,1.53729,3.80491,5.44961
2.32086,-1.42349,3.80503,5.46895
-4.48492,-2.10941,3.80532,5.4669
1.2997,-6.01403,3.80562,5.46022
-9.9806,0.888104,3.80571,5.442
2.35467,-1.54731,3.80578,5.46736
-12.1624,-6.43976,3.80581,5.45688
7.46536,-5.52854,3.80585,5.44045
-1.81378,9.59352,3.80597,5.40899
3.3061,3.83748,3.806,5.40812
-4.56441,1.44807,3.80611,5.49226
-1.57305,-4.14789,3.80615,5.45484
-0.900731,-1.093,3.80616,5.39525
-7.16004,-0.00269089,3.8062,5.47973
-2.76508,6.28994,3.80624,5.464
-5.17698,-5.2758,3.80627,5.45798
5.63855,-3.57694,3.80644,5.4464
-1.0259,4.38567,3.80645,5.45883
-2.63085,5.49805,3.80649,5.49286
-0.260686,-7.10925,3.80678,5.47162
-0.217692,4.54245,3.80682,5.49124
-4.5921,-9.92373,3.80686,5.41135
1.38459,-2.37752,3.80708,5.45478
-7.67107,-1.79665,3.80716,5.4256
-1.31462,5.67533,3.80763,5.42096
3.74359,12.4963,3.80799,5.42823
-4.59188,-8.71444,3.80887,5.45216
-0.376226,12.7865,3.80888,5.44631
-2.38277,-1.22353,3.80927,5.4161
-0.919193,-8.24233,3.80928,5.46466
-12.6185,-7.07601,3.80937,5.42902
5.01362,11.3449,3.80945,5.47769
5.54413,6.33393,3.80947,5.46952
-3.85895,4.01548,3.80955,5.47368
-5.01355,9.74331,3.8096,5.45911
5.36511,1.55918,3.80983,5.43799
7.92079,-6.25288,3.80989,5.42048
-7.29716,8.60657,3.81002,5.45634
-0.560484,3.4871,3.81026,5.44122
4.24592,5.22423,3.8103,5.44362
-8.08068,4.84558,3.81035,5.40985
-2.93118,4.791,3.81057,5.43745
-8.03847,-5.63167,3.81092,5.41217
7.71673,1.27034,3.81097,5.39508
-3.65341,9.92824,3.81104,5.46409
-1.49275,8.57748,3.81115,5.45511
12.4704,2.52184,3.81115,5.45036
4.19002,-12.2393,3.81136,5.44267
0.190697,6.44881,3.81146,5.44305
-5.0118,9.54429,3.81153,5.47201
3.39313,-9.00929,3.81158,5.47031
9.02276,1.61997,3.81178,5.47327
1.12217,-6.38031,3.8119,5.44232
-6.63666,4.17318,3.81226,5.42996
16.6008,3.92637,3.81246,5.42703
7.47323,1.84218,3.81252,5.47732
-0.512057,3.17116,3.81257,5.45156
3.47299,-8.44722,3.81281,5.47027
-3.07164,-8.16965,3.81287,5.4609
-2.88773,11.6816,3.81287,5.42914
3.63396,5.2636,3.81288,5.45909
-3.44687,0.923778,3.81298,5.45009
4.24277,-0.657723,3.81305,5.47907
-9.49837,4.75902,3.81316,5.47656
-8.89624,-6.38336,3.81349,5.41684
1.71854,-10.3785,3.81353,5.47201
4.11173,-9.64779,3.81356,5.47438
-3.87638,-2.22903,3.81359,5.46899
1.04004,-7.46673,3.8139,5.46179
-9.0289,-0.585289,3.81394,5.50411
-5.73354,0.736276,3.814,5.50915
-5.4155,-2.38984,3.81406,5.45525
-8.50729,-2.48992,3.81411,5.48199
-0.805651,-6.61717,3.81422,5.47201
-5.27291,-0.248291,3.81424,5.46278
-1.35612,-9.73579,3.81425,5.48858
2.64314,0.962106,3.81427,5.44736
2.73845,-0.112363,3.8143,5.43264
-8.13484,2.75771,3.81444,5.42787
-2.56077,-9.67685,3.81453,5.49334
-2.26634,-10.2286,3.81455,5.44977
2.13414,-9.57999,3.81464,5.435
9.2778,2.54382,3.8149,5.45367
-9.29054,4.54105,3.81525,5.46021
-0.682113,-0.930376,3.81549,5.45055
6.59391,-1.12988,3.81555,5.4583
10.5294,-1.49174,3.81558,5.41487
-4.7617,-0.233994,3.81567,5.47289
4.42465,-11.5997,3.81568,5.46614
1.24289,2.54092,3.81573,5.41128
-1.11444,-1.27453,3.81588,5.49295
-4.01072,6.63858,3.81604,5.42401
1.68667,4.75527,3.81613,5.47679
-3.4482,-1.36233,3.81626,5.42592
6.30098,2.32809,3.81634,5.48664
10.113,7.98228,3.81635,5.40648
2.56182,4.27327,3.81647,5.48045
3.97784,1.59996,3.81649,5.44821
-1.86763,-5.76349,3.81658,5.45166
0.932071,8.52854,3.81663,5.44375
4.4101,-2.71319,3.81663,5.44578
1.05215,-3.09345,3.81704,5.46143
-4.9051,-3.03652,3.81704,5.44626
4.78853,3.03655,3.81707,5.42984
-4.65215,-13.1508,3.81719,5.47303
-7.88468,-5.56442,3.81721,5.43409
8.86904,4.73318,3.81727,5.46051
9.3445,4.08387,3.81744,5.46706
-6.01896,-1.44319,3.81753,5.41287
-6.31017,-0.539649,3.81778,5.4531
3.81857,-1.86392,3.818,5.45007
-4.56048,11.4894,3.81809,5.42184
-6.4428,3.17536,3.8181,5.41731
0.0912402,-1.77775,3.81814,5.42707
-1.04255,-3.74696,3.81826,5.48772
6.78022,-1.36167,3.81842,5.46025
-2.41748,5.61434,3.81843,5.4668
-0.448936,6.61077,3.81847,5.43104
6.70016,-3.69026,3.81851,5.47629
4.29361,2.4175,3.81883,5.46445
8.07424,-2.55908,3.81891,5.47454
-6.47635,8.17957,3.81901,5.46019
0.518245,-2.70034,3.81916,5.4423
-7.53467,7.98098,3.81935,5.4203
-4.62237,-3.36774,3.8194,5.45093
0.273379,7.63518,3.81953,5.48832
3.08116,1.3579,3.81953,5.47103
-1.22263,0.687694,3.81965,5.46205
-0.373218,-4.02909,3.81968,5.45794
6.84832,8.00385,3.81993,5.46944
3.76086,-6.76341,3.81994,5.44613
-1.62153,-7.9588,3.81995,5.44845
4.54165,5.39839,3.82012,5.41141
-5.99995,8.56584,3.82029,5.47212
-3.73393,-1.56711,3.82034,5.49734
-3.48905,1.68348,3.82045,5.45404
5.81056,-1.95973,3.82064,5.48381
6.76596,0.46648,3.82086,5.47464
-0.976999,-9.31462,3.82088,5.45531
-2.90438,3.09609,3.821,5.48718
2.61358,0.17949,3.82142,5.45378
1.89126,2.32916,3.82142,5.46291
-0.993865,9.65189,3.82142,5.44032
1.41222,-7.54707,3.82146,5.41741
2.02606,-5.29379,3.82175,5.46633
1.26067,10.0874,3.82214,5.41431
8.82864,3.79964,3.82233,5.42017
20.4423,5.97464,3.82238,5.48378
1.5091,-4.52813,3.82259,5.46457
-5.81496,-3.32354,3.82262,5.43307
-9.79024,-5.559,3.82272,5.39874
-3.21559,-4.09036,3.82274,5.47697
-8.14606,0.332362,3.82274,5.42661
-2.61362,-9.55094,3.82279,5.4414
-4.54279,11.323,3.82287,5.44465
-7.12175,1.98,3.82288,5.41361
-3.76779,3.72375,3.82302,5.50257
1.40252,5.67867,3.82303,5.45676
-5.25337,-0.883666,3.82309,5.43374
5.34939,8.39444,3.82315,5.46168
5.14301,2.16519,3.82317,5.47158
-0.243655,5.62205,3.82339,5.47552
7.94474,5.44416,3.82365,5.47381
-2.53375,-5.37518,3.82375,5.46605
3.41605,-7.21487,3.82411,5.43858
5.50387,9.27233,3.82415,5.42296
-0.0333044,3.966,3.82422,5.47132
7.14483,2.17697,3.82437,5.43981
-1.25939,-0.313052,3.82442,5.47342
-7.45348,-4.91135,3.82481,5.44508
-3.27494,4.99886,3.82488,5.45679
2.09611,0.155828,3.82496,5.42949
7.12517,0.272308,3.82505,5.44488
7.24129,3.35996,3.82507,5.44561
-6.17669,-10.2142,3.82517,5.48909
-2.23574,-6.37947,3.82533,5.45871
8.30692,-2.84971,3.82538,5.4361
4.39895,2.64057,3.82546,5.48666
5.80098,-2.90739,3.82557,5.42974
0.455702,-9.26969,3.82571,5.46685
-9.04412,-4.19495,3.82589,5.48862
0.010041,-6.99385,3.82594,5.46825
-2.86575,-6.74261,3.82607,5.42246
-2.80182,2.55034,3.82653,5.41428
5.62269,-2.67273,3.82676,5.47198
5.92362,-2.18926,3.8269,5.43561
-7.75864,0.646529,3.82694,5.47294
-1.40649,4.70668,3.82702,5.48111
7.71662,6.74684,3.82704,5.43973
2.05032,9.27113,3.82706,5.47045
0.995272,-2.47038,3.82718,5.47342
6.10071,-4.75531,3.82723,5.43867
4.18972,1.51247,3.82741,5.46919
0.263846,4.3906,3.8275,5.50322
-0.294698,-1.74809,3.82751,5.4358
-4.69819,-3.37525,3.82776,5.46608
7.50991,-6.13334,3.82788,5.46484
2.2443,3.98791,3.82829,5.40008
6.31106,-5.27929,3.82844,5.46456
-7.62298,-1.59902,3.82848,5.41943
4.06557,3.05209,3.82854,5.45179
5.89847,-2.33721,3.82855,5.47145
-1.59343,-9.16169,3.82857,5.48356
2.02975,-4.93862,3.82858,5.43951
-4.75473,-2.40145,3.82879,5.47782
0.331233,-8.28293,3.82882,5.43708
-3.80667,-4.97732,3.82882,5.49547
7.19412,-13.7522,3.82891,5.49311
-6.89866,-6.55433,3.82918,5.43999
0.536574,1.55721,3.82942,5.46293
3.08291,-4.40473,3.82966,5.49624
-4.35344,-3.98339,3.8297,5.44199
-2.5738,-3.2612,3.82973,5.44211
4.30686,9.00141,3.82992,5.43769
5.26376,-2.95624,3.83006,5.44163
1.532,-4.59747,3.83016,5.44974
9.17249,1.55906,3.83063,5.47011
-1.99792,9.00867,3.83063,5.45608
-7.38916,-7.96902,3.83077,5.48619
3.90986,-4.59215,3.83081,5.42128
7.63574,0.704022,3.83102,5.46117
-7.89183,-4.16302,3.8311,5.42971
10.693,-5.85412,3.83127,5.46946
7.05093,-6.24393,3.83154,5.43685
5.3587,0.0297917,3.83166,5.46189
-6.10481,0.77121,3.83169,5.43669
-10.2634,1.0175,3.83172,5.43457
-0.608413,9.02453,3.83186,5.45447
-4.84806,0.858074,3.83188,5.4568
7.23775,4.05895,3.83201,5.42516
-6.36542,6.26062,3.83205,5.49496
-0.687848,-3.21473,3.83219,5.45502
-7.52079,-2.43734,3.83225,5.45744
2.06461,-7.17092,3.83231,5.39077
9.59847,2.28915,3.83236,5.48118
-54.5126,48.3225,3.83275,5.66814
-1.94867,-4.22431,3.83302,5.46122
0.614002,-8.64887,3.83302,5.45112
6.8081,-7.95352,3.83362,5.44885
3.55729,-5.69161,3.83367,5.46148
10.1461,-4.22283,3.83368,5.42879
3.5556,-5.13171,3.83368,5.4634
-0.885741,4.57254,3.83369,5.47143
6.96233,7.72225,3.83377,5.45775
-1.25952,5.16149,3.83377,5.4368
-2.0217,9.88278,3.83393,5.44767
4.94649,9.54258,3.83408,5.51021
-8.43097,0.333666,3.8341,5.45979
-3.81896,1.69363,3.83452,5.45179
2.25626,4.98293,3.83461,5.44585
-7.62506,-2.17709,3.83464,5.46743
-1.55456,14.8828,3.83477,5.46086
1.6574,-4.42698,3.83482,5.44611
-3.58812,-10.6532,3.83533,5.45288
-4.24938,8.32614,3.83559,5.48484
-10.9641,-6.40431,3.83565,5.46977
-2.67486,10.9906,3.83611,5.47009
-6.07798,3.95956,3.83624,5.41632
-3.27727,4.71136,3.83634,5.41471
-3.44243,6.63033,3.83636,5.4668
9.82745,3.68843,3.83638,5.44902
5.93364,1.25866,3.83643,5.39901
0.131749,4.28152,3.83654,5.47286
1.84442,6.22263,3.83698,5.4767
-4.42331,-6.02837,3.83715,5.46708
-0.24197,-9.15955,3.8372,5.46497
-0.65486,-3.82276,3.83722,5.43734
-2.23913,6.18452,3.8374,5.49676
-4.47155,-0.78625,3.83758,5.43403
0.444044,-1.09245,3.83792,5.44829
-4.97728,-5.74383,3.83813,5.42383
-2.19726,-4.63237,3.83859,5.47691
-7.86547,5.01638,3.83862,5.46661
-6.59173,-4.1564,3.83865,5.45132
-4.20397,-7.24011,3.83866,5.4494
0.430669,-6.23937,3.83877,5.44766
5.76899,1.3716,3.83878,5.43262
6.47995,1.73223,3.8388,5.44766
5.48837,-5.40907,3.83885,5.45764
-9.22472,-23.5823,3.83889,5.43517
4.5722,-10.0254,3.83902,5.45603
-3.10253,-5.13657,3.83909,5.44128
0.685141,0.0358752,3.8391,5.47109
-6.78358,-0.384765,3.83924,5.45801
-3.15215,-7.86306,3.83928,5.44773
1.30192,-1.86465,3.83937,5.49572
2.28636,10.0859,3.83946,5.45037
9.90889,-1.10387,3.83998,5.42234
-0.855021,-6.2341,3.84051,5.45966
4.91352,-1.87592,3.84056,5.45465
-10.439,0.979768,3.84058,5.4681
-2.57228,13.6431,3.8407,5.41753
4.74775,-1.96337,3.84073,5.3984
-3.1496,3.41096,3.84087,5.48649
-5.36869,-0.569405,3.84104,5.42922
15.9966,-3.16397,3.84113,5.42367
-8.91373,-1.62087,3.84121,5.42302
-1.67237,-11.2309,3.84124,5.51142
-6.83187,-2.17791,3.84131,5.38771
1.24327,-2.67646,3.84143,5.43278
2.16947,6.98534,3.84151,5.39949
6.16966,-6.76918,3.84161,5.4193
2.34283,3.93343,3.84203,5.45501
-11.5978,2.2147,3.84206,5.45415
8.12667,2.1441,3.84226,5.43058
-5.62215,7.80112,3.84248,5.42278
1.26216,-2.37518,3.8425,5.45381
11.4517,7.26009,3.84289,5.43796
-1.26923,-3.49796,3.84314,5.44681
7.55122,6.75553,3.84322,5.49863
1.25652,-7.37445,3.84327,5.51442
-3.63047,-0.672462,3.84368,5.42649
3.15733,-4.7104,3.84389,5.42255
-8.51228,4.81277,3.84397,5.46697
-6.45459,0.501283,3.84403,5.45879
-3.57254,9.00694,3.84412,5.46222
-3.60083,8.03614,3.84431,5.48147
3.72908,-2.88034,3.84432,5.45812
4.00066,1.50951,3.84439,5.44221
-0.303278,-8.94783,3.84468,5.45996
1.2083,9.89541,3.84486,5.46004
-3.65006,5.33739,3.84491,5.40789
8.90804,-2.46911,3.84508,5.44639
1.74991,-9.05397,3.84523,5.44132
-9.97303,2.72981,3.84552,5.50499
2.98386,-3.64842,3.84556,5.43578
4.72861,1.96382,3.84585,5.48391
0.723695,2.58283,3.84598,5.43152
-1.05685,10.3042,3.84611,5.41596
-2.95924,-5.04818,3.84617,5.42845
-1.44352,-5.5339,3.84622,5.4112
8.49349,-2.7309,3.84635,5.45281
0.468135,3.3984,3.84643,5.45258
-16.0101,-1.12676,3.84646,5.43407
-6.71857,2.06098,3.84677,5.44996
1.24364,-2.85761,3.84699,5.49993
5.23255,8.03471,3.84707,5.44631
-10.965,1.37873,3.8472,5.45488
7.61737,3.34457,3.84731,5.4773
-2.18004,-7.46114,3.84759,5.42374
-7.25776,-6.91624,3.8476,5.4297
-0.214093,-8.62747,3.84777,5.45056
5.98803,-3.84603,3.84785,5.46956
-1.55909,-3.20159,3.84797,5.46488
2.46351,-4.05273,3.84815,5.44617
2.17953,10.3535,3.84819,5.41045
0.807409,3.2349,3.8484,5.4164
-6.47406,-3.45059,3.84889,5.44132
7.58292,-5.14513,3.84909,5.46687
-4.47544,-0.181565,3.84938,5.44221
-6.8807,-5.94791,3.84942,5.47824
-3.07295,-2.99724,3.84956,5.42725
-2.01799,-0.369712,3.84962,5.43309
-2.26468,2.02303,3.84972,5.43574
2.51124,9.14248,3.84974,5.4365
-1.34531,1.96929,3.85002,5.45617
1.19431,-1.45142,3.85003,5.48445
9.65563,-0.287189,3.85008,5.4477
2.08063,-4.15337,3.85015,5.45715
-4.70425,6.18918,3.85024,5.41439
3.40806,-7.57536,3.85025,5.43918
-6.21982,0.894284,3.85031,5.47378
-8.381,-3.18651,3.85035,5.44776
-0.791315,4.55441,3.85042,5.46451
3.33359,1.41951,3.85054,5.47375
-5.0449,1.22087,3.85071,5.43228
-1.88989,-7.98148,3.85086,5.44203
6.10439,4.43186,3.85097,5.44602
-9.1699,-29.6522,3.85099,5.44184
-3.54995,6.70007,3.85099,5.41146
-10.1609,-7.0324,3.85109,5.47844
6.49044,-4.63011,3.85119,5.44102
-8.13725,-3.51251,3.85142,5.49078
4.60335,-2.79946,3.85142,5.47009
9.30801,0.777822,3.8516,5.49835
7.74021,3.59185,3.85166,5.44779
-2.67574,-1.86015,3.85167,5.47933
-5.04222,4.60054,3.85168,5.47969
0.0995608,5.15506,3.85182,5.46072
8.43602,-1.77855,3.85183,5.46098
-3.1971,2.82424,3.85208,5.43875
-6.25557,6.35759,3.8521,5.46537
-7.35025,2.70915,3.85213,5.44848
8.28767,7.53753,3.85215,5.4793
1.35347,1.21459,3.85224,5.46951
3.33249,-3.58229,3.85264,5.49397
2.02175,1.92564,3.85277,5.49132
-2.9992,-3.0339,3.85291,5.45499
-4.75064,-0.927663,3.853,5.46168
-0.932447,-3.57094,3.85307,5.47628
-3.27226,8.90822,3.85314,5.46596
-1.86939,7.27754,3.85327,5.43157
9.20665,-8.67275,3.85341,5.38048
4.46827,-4.37563,3.85342,5.4379
-2.66887,13.2694,3.85346,5.48082
4.72199,-1.10487,3.85347,5.4228
-7.20702,-7.12252,3.85355,5.44718
5.19506,-6.01761,3.85369,5.47
0.802858,-4.40794,3.85377,5.51655
-8.3288,0.883882,3.8538,5.46545
-0.512696,10.2529,3.85405,5.48045
-2.419,-1.94781,3.85405,5.48536
-3.19609,-3.00691,3.85409,5.45717
-6.68648,-1.39399,3.85415,5.44119
-8.22135,-4.26793,3.85442,5.48664
8.30825,-2.4987,3.85476,5.46093
-4.67356,-7.98563,3.85485,5.46335
-0.383416,7.79046,3.8549,5.45669
-8.75041,1.82785,3.85496,5.44021
6.9071,4.79267,3.85521,5.4389
3.1594,3.08028,3.85522,5.46338
3.60989,-11.0894,3.85535,5.43764
-6.81619,-3.33726,3.85538,5.48013
-3.40323,1.7349,3.8559,5.43271
-2.23248,4.18744,3.85594,5.4452
-9.89548,-1.09817,3.85605,5.44458
-4.48511,-8.03206,3.85635,5.47389
-3.64863,-9.63946,3.85646,5.44118
0.64505,2.38289,3.85672,5.44466
-6.01711,-0.631106,3.85687,5.43729
-3.50331,-0.411192,3.8569,5.45607
-2.96724,8.11427,3.85692,5.48288
-2.88957,1.20473,3.85696,5.47839
-14.8622,-8.27842,3.8575,5.47031
-3.69196,0.736249,3.85761,5.42276
-5.33367,2.62005,3.85768,5.43882
-4.46381,-9.11174,3.85817,5.48083
-7.07882,7.28474,3.85819,5.46921
-6.72559,-8.77213,3.85824,5.47231
-13.8092,6.42883,3.85839,5.4404
-0.51069,1.9115,3.85848,5.44093
13.4154,-2.69957,3.8586,5.44815
-0.584078,-1.35187,3.85872,5.47502
7.16838,-14.5384,3.85881,5.46565
6.68488,-0.971681,3.85884,5.44246
8.92813,1.06353,3.85885,5.50174
-3.33955,-8.96117,3.85898,5.46074
1.09427,6.59901,3.85913,5.4574
-1.8252,3.21984,3.85914,5.44294
0.0481283,-10.2547,3.85914,5.42689
-1.47977,-7.68673,3.85986,5.44153
-4.1775,2.57734,3.85986,5.45
1.93319,6.31623,3.85989,5.46322
-5.6605,7.44444,3.86,5.45367
-3.67098,-6.83156,3.86024,5.4296
-3.02563,-11.1045,3.86056,5.403
-4.79806,6.50994,3.86062,5.45544
-0.151999,-2.26112,3.86073,5.46283
8.72339,-6.74425,3.86107,5.44934
4.35031,1.01394,3.86112,5.46412
3.0982,2.98118,3.86115,5.46045
2.14634,-1.96645,3.8612,5.46508
3.91665,-3.59005,3.86125,5.44481
-8.25451,-4.05847,3.86198,5.41391
5.25214,3.46375,3.86222,5.45508
-6.85123,9.6864,3.86237,5.45647
-1.68213,7.10508,3.86247,5.4576
6.52719,4.53133,3.86248,5.4608
-6.48888,-2.76314,3.8627,5.44763
5.29162,-3.45178,3.86292,5.44521
7.41301,7.20476,3.86323,5.46633
4.27557,4.10325,3.86329,5.46245
1.85866,-5.15259,3.8636,5.49354
7.51742,6.8617,3.86368,5.42188
1.03291,5.0151,3.86398,5.44895
0.563194,-8.45391,3.86428,5.42077
8.10953,-8.23183,3.86444,5.44222
5.69533,-4.75056,3.86451,5.42553
3.53538,-0.257702,3.86459,5.43709
2.89156,-6.50314,3.86463,5.47891
0.957541,1.65894,3.86464,5.46146
-5.75235,0.0725832,3.8649,5.43337
5.16194,7.2957,3.86493,5.44949
-1.24978,0.824844,3.86533,5.48772
-5.85357,6.58854,3.86544,5.45181
2.11589,-3.50213,3.86544,5.44754
-3.1399,2.85271,3.86562,5.40377
0.363304,-5.93596,3.86602,5.48138
-5.82686,2.17236,3.86608,5.4308
6.42963,6.07755,3.86636,5.412
5.55948,9.64487,3.86664,5.45974
12.1111,-14.5612,3.86701,5.48736
1.4505,-2.86735,3.86703,5.45995
-6.00844,-7.32259,3.86706,5.44431
-3.32258,0.525628,3.8671,5.42194
6.1919,7.0551,3.86711,5.43182
3.95753,8.44399,3.86716,5.49121
1.9633,-4.1938,3.86748,5.44053
4.56469,-9.44823,3.86748,5.46897
7.06095,-7.68832,3.86781,5.46019
-8.41339,5.87744,3.86787,5.4067
-4.23147,-7.96434,3.86795,5.45123
-7.55438,8.70198,3.8683,5.43726
-7.20621,5.37953,3.86832,5.42843
5.53204,2.14978,3.86846,5.47506
-1.493,-4.23561,3.86873,5.42525
0.761041,6.66495,3.86886,5.44417
-7.01363,0.562504,3.86908,5.45662
-1.76004,-6.55806,3.86919,5.47434
-23.3515,-7.13114,3.86921,5.45022
5.27948,-7.03964,3.8694,5.47483
3.51557,-3.59037,3.86947,5.47011
8.34049,-4.4719,3.86949,5.47741
5.99941,5.03327,3.86954,5.485
8.86473,7.2603,3.86992,5.47406
5.55484,8.85649,3.86998,5.46583
2.98786,11.4729,3.87004,5.45665
1.54736,11.0087,3.87015,5.45023
7.28574,10.5619,3.87027,5.42621
-6.81807,-5.88611,3.87038,5.41399
6.25036,-4.64923,3.87041,5.40092
-3.07895,-1.83452,3.87067,5.4858
9.05882,2.13624,3.8708,5.49804
0.256272,0.889124,3.87082,5.46466
4.10641,2.7729,3.871,5.44668
-6.34974,-4.07471,3.87136,5.46169
-5.49905,-9.46765,3.87142,5.48379
-8.37575,4.46412,3.87154,5.41565
-1.32259,10.2942,3.87154,5.47598
-1.06136,-4.51827,3.87157,5.47047
-18.0387,-6.05773,3.87187,5.42323
-5.80592,0.538386,3.87223,5.48652
1.19557,8.16257,3.87224,5.41703
0.665709,-5.47582,3.87249,5.4394
5.44897,8.84859,3.87265,5.47629
-9.1608,-5.88435,3.87284,5.4398
3.15473,-6.77881,3.8731,5.46073
-1.01831,1.56789,3.87332,5.44495
5.7235,1.56813,3.87377,5.46711
-0.155057,-9.81982,3.87396,5.46734
8.39019,-0.815497,3.87419,5.47956
-1.26215,-8.80795,3.87425,5.43127
-1.73532,-0.754978,3.87439,5.47633
10.8576,-1.57419,3.8745,5.48886
-3.50149,-9.43186,3.87457,5.47967
-5.46557,-7.63202,3.87457,5.47145
2.22232,-4.65421,3.87458,5.4343
6.7048,6.94142,3.87462,5.46995
-9.38741,0.951613,3.87471,5.43729
-1.97516,8.19707,3.87474,5.46095
-6.42658,-2.12617,3.87518,5.44611
4.45653,-0.688583,3.87577,5.42531
2.76096,-5.06613,3.87578,5.46615
-1.88574,-2.07964,3.8758,5.4427
2.93583,9.87741,3.87621,5.44342
-7.0792,-3.28563,3.87651,5.45954
1.73616,7.4727,3.87658,5.43814
5.28749,-0.427976,3.87693,5.43641
-5.99123,-6.22251,3.87715,5.44089
2.46688,3.77994,3.87731,5.44668
-3.37614,1.70551,3.87732,5.42211
-10.0546,-3.59347,3.87757,5.48044
-10.4578,1.93871,3.87778,5.44921
-7.51346,0.830624,3.87786,5.39756
2.11815,5.861,3.87789,5.45788
3.62161,-4.35995,3.87834,5.46896
0.802843,-3.6786,3.87837,5.47172
-9.47395,1.32539,3.87844,5.42889
7.02541,-3.4816,3.87846,5.45218
0.29245,2.23219,3.87847,5.47051
-1.16928,-9.23647,3.8791,5.46779
5.47213,-7.24025,3.8792,5.4359
0.981584,-4.07436,3.8793,5.42731
7.95142,5.04215,3.87936,5.47759
-6.70749,3.67827,3.87943,5.41725
-6.89976,5.56966,3.87954,5.44926
3.39685,-5.25955,3.87969,5.43129
-3.76473,7.83513,3.87978,5.43514
5.61968,-10.0069,3.8799,5.47309
11.7428,4.19296,3.88024,5.44824
6.97731,4.27894,3.88024,5.46946
0.814972,1.58753,3.8803,5.44276
-6.29708,-4.26116,3.88031,5.43111
-3.08364,3.19165,3.88042,5.46362
8.71343,3.10973,3.88043,5.46307
1.76334,8.92993,3.88059,5.48345
4.20882,-3.14631,3.88067,5.45726
-5.06839,-3.60447,3.8807,5.42472
3.75147,5.49955,3.88091,5.4443
2.23622,0.893371,3.88118,5.44767
5.88689,-6.52192,3.88125,5.45594
-10.2909,1.62544,3.88125,5.46767
14.1464,-2.48378,3.88128,5.46652
6.07471,5.96667,3.88128,5.44366
3.8403,-3.15054,3.88156,5.46077
-3.08133,-5.58802,3.88156,5.44971
3.29312,-10.0984,3.88174,5.44225
-2.35345,-2.43964,3.88199,5.43351
6.38375,2.14555,3.88236,5.44836
-3.35123,2.08064,3.88258,5.46232
-5.57637,-4.7267,3.88266,5.43674
0.424678,10.1811,3.88282,5.46925
-5.16424,3.59191,3.88293,5.46396
6.49494,4.21639,3.88298,5.46736
-1.536,-5.82998,3.88317,5.47914
-2.28127,10.7708,3.88324,5.43733
-5.46652,0.602283,3.88335,5.42989
-3.97149,-6.35184,3.88365,5.46345
-10.7444,-3.57577,3.88367,5.42308
2.26842,6.3482,3.88377,5.40573
8.21131,-8.14154,3.88379,5.4462
-2.61243,4.26323,3.88389,5.4484
8.99781,11.9643,3.88399,5.49938
0.454634,-17.8044,3.88408,5.40138
0.849563,5.56759,3.88424,5.44528
-3.67332,5.32008,3.88435,5.44638
0.685709,-9.57519,3.88438,5.48586
0.515139,3.01934,3.8845,5.47092
0.391935,3.86766,3.88455,5.45626
-0.596238,-6.899,3.88499,5.43031
2.91875,2.25725,3.88505,5.4721
0.360222,0.563817,3.88536,5.43952
10.4076,5.54527,3.88537,5.46168
-2.50525,1.51237,3.88549,5.45652
-6.66764,0.0910015,3.88556,5.44933
7.29593,-2.85023,3.88579,5.47333
-0.307591,4.43112,3.88598,5.48264
8.14961,-1.26243,3.88613,5.46339
-5.25902,0.680725,3.88617,5.40631
-4.26267,-0.333901,3.88618,5.49177
3.48396,-7.66248,3.88699,5.42794
-1.53049,-7.67861,3.88712,5.43691
-6.96224,3.86582,3.8874,5.41059
4.06076,10.5646,3.88742,5.42861
0.46786,1.91904,3.88746,5.4762
3.38835,2.18741,3.8876,5.45099
8.406,6.38967,3.88768,5.45209
1.86331,4.5755,3.88769,5.45714
7.62687,-5.43587,3.88776,5.42845
-2.43484,3.42833,3.88784,5.48144
-3.66117,3.12442,3.88787,5.46385
-9.39867,5.12583,3.88821,5.45118
1.92959,7.17533,3.88822,5.46347
8.45842,1.5668,3.88824,5.44542
3.77086,-6.95041,3.8884,5.47165
-0.697767,0.852142,3.88848,5.46188
0.128123,0.421151,3.88852,5.45929
4.37687,2.50299,3.88855,5.44956
-1.87722,-8.50546,3.88898,5.44092
0.0712811,0.807129,3.88917,5.4411
3.96836,-6.11687,3.8893,5.44536
4.96694,-3.04371,3.88933,5.4583
5.81761,-9.92248,3.88944,5.44568
1.39796,-6.49949,3.88953,5.46428
-3.54642,2.90663,3.88966,5.45299
-3.91497,-1.27926,3.88969,5.4122
1.98482,-8.52914,3.88987,5.44714
2.52553,-9.34308,3.88988,5.447
-2.8809,6.62584,3.88994,5.41598
-1.4703,-1.13285,3.89011,5.4661
10.8233,3.30091,3.89021,5.43883
-2.87943,-9.1427,3.89022,5.50741
8.31102,-1.38769,3.89042,5.48561
2.6465,7.43848,3.89061,5.37926
3.00031,-6.47742,3.89064,5.44962
-4.54069,9.37805,3.89089,5.4131
